Participant	block_order	group	trial	A	B	DA	DB	R	index	ID	PA	PB
1007	5	1	43	9	30	0	29	1	5	5	1	1
1007	5	1	44	12	30	0	29	1	5	5	1	1
1007	5	1	45	15	30	0	29	1	5	5	1	1
1007	5	1	46	18	30	0	29	1	5	5	1	1
1007	5	1	47	21	30	0	29	0	5	5	1	1
1007	5	1	48	24	30	0	29	0	5	5	1	1
1007	5	1	49	27	30	0	29	0	5	5	1	1
1007	5	1	50	30	30	0	29	0	5	5	1	1
1008	6	1	1	30	30	0	56	0	1	6	1	1
1008	6	1	2	27	30	0	56	0	1	6	1	1
1008	6	1	3	24	30	0	56	0	1	6	1	1
1008	6	1	4	21	30	0	56	1	1	6	1	1
1008	6	1	5	18	30	0	56	1	1	6	1	1
1008	6	1	6	15	30	0	56	0	1	6	1	1
1008	6	1	7	12	30	0	56	1	1	6	1	1
1008	6	1	8	9	30	0	56	0	1	6	1	1
1008	6	1	9	6	30	0	56	1	1	6	1	1
1008	6	1	10	3	30	0	56	1	1	6	1	1
1008	6	1	11	30	30	0	29	0	2	6	1	1
1008	6	1	12	27	30	0	29	0	2	6	1	1
1008	6	1	13	24	30	0	29	0	2	6	1	1
1008	6	1	14	21	30	0	29	1	2	6	1	1
1008	6	1	15	18	30	0	29	0	2	6	1	1
1008	6	1	16	15	30	0	29	1	2	6	1	1
1008	6	1	17	12	30	0	29	0	2	6	1	1
1008	6	1	18	9	30	0	29	1	2	6	1	1
1008	6	1	19	6	30	0	29	1	2	6	1	1
1008	6	1	20	3	30	0	29	1	2	6	1	1
1008	6	1	21	30	30	0	101	0	3	6	1	1
1008	6	1	22	27	30	0	101	0	3	6	1	1
1008	6	1	23	24	30	0	101	0	3	6	1	1
1008	6	1	24	21	30	0	101	0	3	6	1	1
1008	6	1	25	18	30	0	101	0	3	6	1	1
1008	6	1	26	15	30	0	101	0	3	6	1	1
1008	6	1	27	12	30	0	101	0	3	6	1	1
1008	6	1	28	9	30	0	101	1	3	6	1	1
1008	6	1	29	6	30	0	101	1	3	6	1	1
1008	6	1	30	3	30	0	101	1	3	6	1	1
1008	6	1	31	30	30	0	15	0	4	6	1	1
1008	6	1	32	27	30	0	15	0	4	6	1	1
1008	6	1	33	24	30	0	15	0	4	6	1	1
1008	6	1	34	21	30	0	15	0	4	6	1	1
1008	6	1	35	18	30	0	15	0	4	6	1	1
1008	6	1	36	15	30	0	15	1	4	6	1	1
1008	6	1	37	12	30	0	15	1	4	6	1	1
1008	6	1	38	9	30	0	15	1	4	6	1	1
1008	6	1	39	6	30	0	15	1	4	6	1	1
