,Experiment 1 deferred,Experiment 1 online,Experiment 2 deferred,Experiment 2 online
40,-0.11549673875543692,0.17476749830680804,0.1722085457764935,1.113140838121797
41,-0.5235041043181857,-0.09510559492972337,0.106194729690683,0.03985770939199367
42,0.1067110225930569,0.7170808586734568,-0.08511886810940111,0.9252536141829348
43,-0.20981320346296226,0.4810316103710813,-0.8176161226510374,-0.059797543787880235
44,0.35078025339729657,0.2208958076509312,0.0748087937888431,-0.6208177626116785
45,-0.43024211519854144,1.4042986526466956,-1.3650571946487902,2.3380518052011388
46,-0.7839321974514607,1.434090000470892,-0.2430690549051075,1.2638786186504465
47,1.0636569149496342,0.4194835360994453,-0.6954376111017702,1.5494551902447382
48,-0.05309285045680083,0.4731508594324661,0.20640380176479425,0.16972365818496374
49,-0.2731543825655161,0.4573149422483104,-0.06356125350531176,0.9659119909304578
50,0.02144604624610651,1.037045947900194,-0.4659345089965549,-0.19380923303536493
51,-0.1371680827847489,-0.0564192902529464,-0.1527597688739876,0.14914108343694946
52,0.03510421192056058,0.8399667765462112,0.1209904394082719,-0.4577603128142605
53,-0.5733136735085722,0.6835625387159385,-0.015248566306935616,0.8579313542570522
54,0.3025849851108009,0.7584160674110617,-0.5857109658442189,0.3971384333741168
55,-0.5246486282433559,1.8562971312975107,0.4972918517628325,1.9090733488130336
56,0.4569191280541918,1.3487163086471052,-0.7192351307473638,1.6976960882616694
57,-0.9030463786840912,-0.08580420126176587,0.5257219162101892,1.6294437420690082
58,0.15641454068524827,0.16839296103880178,-0.2083815053393384,0.6407432979760322
59,0.9833871970534588,-0.07754174719261576,0.2671938199249144,1.4499764685994094
60,1.2983532761674996,0.2057876581482892,-1.1345221945970156,0.24478980995542346
61,-1.6058665836889308,0.5323755417569987,-1.1284159541893144,1.5696823763337244
62,0.9436831368605392,1.4385026992420988,-0.1112631542722027,-0.3388806205062041
63,1.2677805736097243,1.3206668288833978,-0.738987255004646,2.5426150272814287
64,-0.15173488378055836,1.804048271900199,-0.6683600649392095,1.576397314774664
65,-0.7140938821147239,0.06432871557377448,0.08251817693499815,0.2727351150979537
66,-0.05770058430766671,1.0490370807669442,1.9225957203463224,0.3895852719869299
67,-0.30225899058795985,0.35731026956448114,-0.5201013535598326,0.5363716832240852
68,-0.4451277306536891,2.2835064365436737,-1.0721280044955106,0.7197561902582629
69,-0.5045518847658863,-0.050548202902602465,0.6274285340723256,2.412296487583369
70,0.5257017964696312,,0.6872903027454819,1.2152906538408623
71,0.3442400017002414,,0.3982845019094555,-0.11945225433379784
72,0.15641561358345712,,-0.7050566914008173,-0.015381769474616563
73,-0.31740841984826185,,1.7089823363959702,-1.0063164093684516
74,-0.8324320296241405,,0.4455293919251817,0.4324365064203904
75,0.16889874732767662,,-0.15429899804154135,1.7051504381902285
76,-0.4256832322163187,,0.3938195591085796,0.546433477039286
77,0.4920055108436092,,-0.20458551675024966,
78,-0.4929562289977218,,0.8066947980511203,
79,-0.016658232617004554,,-0.07619844634450151,
80,1.2743145824502586,,0.9473513810794644,
81,-0.0638750895287495,,-0.2475942949976894,
82,-1.5180036043978218,,-0.07655045877928822,
83,-0.5424742067471953,,,
84,0.5924309223753149,,,
85,-0.8249481387374693,,,
86,-0.14662716521106275,,,
