,logk,logs,logk_est,logk_est_L,logk_est_U,logs_est,logs_est_L,logs_est_U
147,-3.0515386033711973,-0.5229661418946175,-2.9733590765946185,-3.243537711123041,-2.734295239693363,-0.4820316391322791,-0.7331983092567401,-0.22029624208362944
148,-2.9964421930928813,-0.020461876444729743,-3.011966438177588,-3.1483452566012136,-2.8629174758896547,0.0024690604432641102,-0.178907630724188,0.19044049294692883
149,-4.90747394212516,0.7191308786430896,-5.091952105418544,-5.478770917420163,-4.759106294155016,0.44515356938685763,-0.023770760074938113,0.9312303634664242
150,-3.133781791376773,0.49785573835462305,-3.1269983093503293,-3.2250296172616406,-3.0148007634505927,0.4988083110520922,0.3385396815523085,0.6528759573295174
151,-4.622024360207582,0.9631268730418473,-4.564503958405287,-4.645443649913489,-4.477486461701284,1.1363035681591382,0.8337413228020498,1.447230023218949
152,-1.8953706146059268,0.8914531607877029,-1.8130930139414223,-1.9745219715171538,-1.6329696722594653,0.6409306717250584,0.27099642694442017,0.9992469044748159
153,-1.6404433656144506,0.9528669048185202,-1.6884149876298933,-1.9105210267385613,-1.4309968847072152,1.0692652658726836,0.2946292476522697,1.97239517867821
154,-2.390729797398215,0.6204458981297581,-2.4464909454424806,-2.548388329444235,-2.345305396987218,0.7174967253143552,0.49194216181125183,0.9436281206108927
155,-1.523879045778148,-0.6884915215737019,-1.4480863263765995,-2.0129659759890393,-0.836688540815268,-0.6841960860924909,-1.012690770707096,-0.37523766740306314
156,-4.029902421190347,0.7833266797812365,-4.073074033209333,-4.1767156422044325,-3.983748489289581,0.6490952510722425,0.4581423181636137,0.8379955590949301
157,-2.71013488129059,0.37648928545936167,-2.747126999661723,-2.8580577240371388,-2.6324867577721127,0.3950661714053746,0.20124916859039993,0.5646477372039329
